item_id,item_code,item_class,item_order_frequency,item_initial_quantity_inventory,mean_daily_demand,cv,box_length,box_width,box_height,box_volume,box_weight,item_weight,number_of_item_in_a_box,item_volume,item_unit,item_quantity_order_unique,item_pod_inventory_level,item_warehouse_inventory_level
2984,41332022001,C,4,4,0.1905,2.6868,51.0,35.0,32.0,57120.0,6.5,6.5,1,57120.0,PCS,[1],0.6,0.5
2985,14361170001,C,4,8,0.4286,2.7183,48.0,33.0,20.0,31680.0,5.07,0.211,24,1320.0,PCS,"[1, 2, 5]",0.6,0.5
2986,12123003001,C,4,15,0.8571,2.51,46.0,23.0,23.0,24334.0,2.2,0.092,24,1013.9,PCS,"[3, 9]",0.6,0.5
2987,14361157001,C,4,5,0.2381,2.9414,44.0,33.0,17.0,24684.0,6.8,0.567,12,2057.0,PCS,"[1, 2]",0.6,0.5
2988,12212018001,C,4,9,0.5714,2.1125,27.0,25.0,23.0,15525.0,4.42,0.061,72,215.6,PCS,[3],0.6,0.5
2989,12004160001,C,4,11,0.619,2.6777,43.0,30.0,17.0,21930.0,10.512,0.438,24,913.8,PCS,"[1, 5, 6]",0.6,0.5
2990,14506647001,C,4,5,0.1905,3.5681,43.0,41.0,22.0,38786.0,16.3,0.679,24,1616.1,PCS,[1],0.6,0.5
2991,12005003003,C,4,8,0.5238,2.1446,25.0,20.0,22.0,11000.0,1.73,0.144,12,916.7,PCS,"[2, 3]",0.6,0.5
2992,12212022001,C,4,5,0.2857,2.2528,35.0,25.5,19.5,17403.75,5.16,0.645,8,2175.5,PCS,"[1, 2]",0.6,0.5
2993,12212030001,C,4,47,2.4286,2.9595,27.0,25.0,28.0,18900.0,5.13,0.214,24,787.5,PCS,"[1, 2, 3, 21, 24]",0.6,0.5
2994,14701012001,C,4,5,0.2857,2.51,38.0,32.0,16.0,19456.0,5.0,0.417,12,1621.3,PCS,"[1, 3]",0.6,0.5
2995,12212038001,C,4,14,0.7143,2.9414,16.0,11.0,6.0,968.0,0.2,0.2,1,968.0,PCS,"[3, 6]",0.6,0.5
2996,12000048001,C,4,4,0.1905,2.6868,28.0,22.0,25.0,15400.0,7.35,0.612,12,1283.3,PCS,[1],0.6,0.5
2997,11050113001,C,4,4,0.2381,2.2636,39.0,20.0,30.0,23400.0,11.7,0.836,14,1671.4,PCS,"[1, 2]",0.6,0.5
2998,14710003001,C,4,3,0.1905,2.1125,36.0,26.0,19.0,17784.0,1.084,0.181,6,2964.0,PCS,[1],0.6,0.5
2999,14361054001,C,4,9,0.4762,2.6245,49.0,31.0,28.0,42532.0,3.95,0.329,12,3544.3,PCS,"[1, 3, 5]",0.6,0.5
3000,12003134001,C,4,5,0.2857,2.2528,31.0,19.0,23.0,13547.0,6.9,0.575,12,1128.9,PCS,"[1, 2]",0.6,0.5
3001,14711001001,C,4,4,0.2381,2.2636,36.0,26.0,19.0,17784.0,4.0,0.333,12,1482.0,PCS,"[1, 2]",0.6,0.5
3002,14615067001,C,4,3,0.1905,2.1125,27.0,21.0,28.0,15876.0,10.2,0.85,12,1323.0,PCS,[1],0.6,0.5
3003,14362901001,C,4,14,0.619,3.5198,47.0,33.0,31.0,48081.0,5.4,0.36,15,3205.4,PCS,"[1, 10]",0.6,0.5
3004,11074014001,C,4,3,0.1905,2.1125,34.0,12.0,19.0,7752.0,0.68,0.068,10,775.2,PCS,[1],0.6,0.5
3005,11074016001,C,4,5,0.2857,2.51,34.0,12.0,19.0,7752.0,0.68,0.068,10,775.2,PCS,"[1, 2]",0.6,0.5
3006,14506248001,C,4,4,0.2381,2.2636,40.0,30.0,25.0,30000.0,7.25,0.604,12,2500.0,PCS,"[1, 2]",0.6,0.5
3007,12103047001,C,4,9,0.5714,2.1125,30.0,27.0,25.0,20250.0,2.2,0.031,72,281.3,PCS,[3],0.6,0.5
3008,14303022001,C,4,3,0.1905,2.1125,39.0,25.0,33.0,32175.0,3.87,0.322,12,2681.3,PCS,[1],0.6,0.5
3009,31214010001,C,4,5,0.2857,2.2528,28.0,15.0,32.0,13440.0,2.5,0.208,12,1120.0,PCS,"[1, 2]",0.6,0.5
3010,14204127001,C,4,20,1.0476,2.9184,37.0,27.0,23.0,22977.0,2.3,0.115,20,1148.9,PCS,"[1, 8, 12]",0.6,0.5
3011,12032228001,C,4,5,0.2857,2.51,13.0,13.0,8.0,1352.0,0.26,0.022,12,112.7,PCS,"[1, 3]",0.6,0.5
3012,12034051001,C,4,5,0.2381,2.9414,56.0,23.0,35.0,45080.0,2.7,0.09,30,1502.7,PCS,"[1, 2]",0.6,0.5
3013,12106999001,C,4,4,0.2381,2.2636,41.0,38.0,17.0,26486.0,4.08,0.34,12,2207.2,PCS,"[1, 2]",0.6,0.5
3014,10012008001,C,4,29,1.7143,2.51,33.0,16.0,13.0,6864.0,5.45,0.227,24,286.0,PCS,"[6, 12]",0.6,0.5
3015,10100222001,C,4,23,1.4286,2.2636,41.0,28.0,13.0,14924.0,9.29,0.387,24,621.8,PCS,"[6, 12]",0.6,0.5
3016,12020325001,C,4,3,0.1905,2.1125,19.0,13.0,19.0,4693.0,0.83,0.138,6,782.2,PCS,[1],0.6,0.5
3017,14310052001,C,4,4,0.2381,2.2636,44.0,17.0,20.0,14960.0,3.1,0.517,6,2493.3,PCS,"[1, 2]",0.6,0.5
3018,12034097001,C,4,4,0.2381,2.2636,40.0,30.0,22.0,26400.0,1.93,0.055,35,754.3,PCS,"[1, 2]",0.6,0.5
3019,12100059001,C,4,11,0.5714,2.7432,36.0,33.0,22.0,26136.0,9.35,0.195,48,544.5,PCS,"[2, 4]",0.6,0.5
3020,12020260001,C,4,4,0.1905,2.6868,22.0,9.0,16.0,3168.0,1.28,0.213,6,528.0,PCS,[1],0.6,0.5
3021,10052004001,C,4,5,0.2381,3.2274,32.0,25.0,27.0,21600.0,12.34,1.028,12,1800.0,PCS,"[1, 2]",0.6,0.5
3022,14204107001,C,4,6,0.2857,2.7432,37.0,27.0,22.0,21978.0,1.8,0.09,20,1098.9,PCS,"[1, 3]",0.6,0.5
3023,12105051002,C,4,4,0.2381,2.2636,37.0,19.0,23.0,16169.0,7.55,0.629,12,1347.4,PCS,"[1, 2]",0.6,0.5
3024,10052009001,C,4,6,0.2857,2.7432,32.0,25.0,27.0,21600.0,11.5,0.958,12,1800.0,PCS,"[1, 2]",0.6,0.5
3025,11040017001,C,4,18,0.9048,3.0047,33.0,26.0,29.0,24882.0,9.6,0.8,12,2073.5,PCS,"[1, 2, 4, 12]",0.6,0.5
3026,10052014001,C,4,17,0.7619,3.5681,31.0,24.0,27.0,20088.0,12.34,1.028,12,1674.0,PCS,"[1, 3, 6]",0.6,0.5
3027,14204103001,C,4,8,0.4286,2.51,36.0,27.0,12.0,11664.0,1.46,0.122,12,972.0,PCS,"[1, 3, 4]",0.6,0.5
3028,12016077001,C,4,4,0.2381,2.2636,23.0,12.0,12.0,3312.0,1.05,0.088,12,276.0,PCS,"[1, 2]",0.6,0.5
3029,14851023001,C,4,4,0.2381,2.2636,55.0,39.0,10.0,21450.0,8.0,8.0,1,21450.0,PCS,"[1, 2]",0.6,0.5
3030,14111035001,C,4,4,0.1905,2.6868,42.0,32.0,25.0,33600.0,4.8,0.48,10,3360.0,PCS,[1],0.6,0.5
3031,12100009001,C,4,15,0.6667,3.3653,29.0,14.0,22.0,8932.0,3.77,0.157,24,372.2,PCS,"[1, 2, 10]",0.6,0.5
3032,32431010001,C,4,15,0.9048,2.3681,30.0,15.0,15.0,6750.0,2.48,0.155,16,421.9,PCS,"[1, 6]",0.6,0.5
3033,12014004001,C,4,6,0.381,2.1125,38.0,28.0,19.0,20216.0,2.0,0.1,20,1010.8,PCS,[2],0.6,0.5
3034,14310022001,C,4,8,0.381,2.932,32.0,21.0,17.0,11424.0,3.06,0.51,6,1904.0,PCS,"[1, 5]",0.6,0.5
3035,31472025001,C,4,3,0.1905,2.1125,49.0,22.0,12.0,12936.0,1.5,0.25,6,2156.0,PCS,[1],0.6,0.5
3036,12103150001,C,4,4,0.1905,2.6868,8.0,6.0,23.0,1104.0,0.2,0.033,6,184.0,PCS,[1],0.6,0.5
3037,14852031001,C,4,26,1.1429,3.5681,40.0,35.0,23.0,32200.0,12.1,0.126,96,335.4,PCS,[6],0.6,0.5
3038,12017009001,C,4,6,0.3333,2.1909,24.0,16.0,22.0,8448.0,2.5,0.312,8,1056.0,PCS,"[1, 2]",0.6,0.5
3039,11110016001,C,4,5,0.2381,2.9414,41.0,27.0,31.0,34317.0,14.14,3.535,4,8579.3,PCS,"[1, 2]",0.6,0.5
3040,12103080001,C,4,12,0.7143,2.2636,29.0,29.0,26.0,21866.0,1.0,0.014,72,303.7,PCS,"[3, 6]",0.6,0.5
3041,14822037001,C,4,25,1.4286,2.5487,29.0,22.0,15.0,9570.0,7.93,0.661,12,797.5,PCS,"[1, 2, 4, 11, 12]",0.6,0.5
3042,11031942001,C,4,8,0.4762,2.2636,39.0,20.0,21.0,16380.0,5.41,0.451,12,1365.0,PCS,"[1, 3]",0.6,0.5
3043,32410102001,C,4,15,0.9048,2.3681,14.0,10.0,15.0,2100.0,0.5,0.05,10,210.0,PCS,"[1, 6]",0.6,0.5
3044,12020238001,C,4,3,0.1905,2.1125,30.0,17.0,18.0,9180.0,2.388,0.199,12,765.0,PCS,[1],0.6,0.5
3045,12011096001,C,4,9,0.4762,2.8655,48.0,28.0,26.0,34944.0,14.07,1.172,12,2912.0,PCS,"[1, 6]",0.6,0.5
3046,12011100001,C,4,7,0.3333,2.7386,39.0,26.0,27.0,27378.0,9.24,0.77,12,2281.5,PCS,"[1, 4]",0.6,0.5
3047,11010035001,C,4,8,0.4286,2.7183,31.0,31.0,32.0,30752.0,13.45,2.242,6,5125.3,PCS,"[1, 2, 5]",0.6,0.5
3048,12011111001,C,4,3,0.1905,2.1125,36.0,14.0,24.0,12096.0,7.0,1.167,6,2016.0,PCS,[1],0.6,0.5
3049,11031923001,C,4,3,0.1905,2.1125,30.0,28.0,25.0,21000.0,4.63,0.386,12,1750.0,PCS,[1],0.6,0.5
3050,14204197001,C,4,14,0.619,3.5566,40.0,28.0,21.0,23520.0,1.6,0.08,20,1176.0,PCS,"[1, 10]",0.6,0.5
3051,12011376001,C,4,4,0.1905,2.6868,29.0,25.0,22.0,15950.0,7.98,0.665,12,1329.2,PCS,[1],0.6,0.5
3052,14822053001,C,4,7,0.2857,3.3466,30.0,23.0,13.0,8970.0,6.0,0.5,12,747.5,PCS,"[1, 2]",0.6,0.5
3053,11031916001,C,4,12,0.619,2.9556,28.0,22.0,19.0,11704.0,3.5,0.292,12,975.3,PCS,"[1, 3, 8]",0.6,0.5
3054,14302081001,C,4,3,0.1905,2.1125,37.0,29.0,26.0,27898.0,1.2,0.1,12,2324.8,PCS,[1],0.6,0.5
3055,32410019001,C,4,9,0.4762,2.8655,18.0,8.0,20.0,2880.0,1.0,0.1,10,288.0,PCS,"[1, 2, 6]",0.6,0.5
3056,12102134001,C,4,7,0.381,2.5553,28.0,22.0,13.0,8008.0,1.58,0.132,12,667.3,PCS,"[1, 2, 4]",0.6,0.5
3057,30005001001,C,4,5,0.2381,2.6245,10.0,6.0,5.0,300.0,0.1,0.008,12,25.0,PCS,"[1, 2]",0.6,0.5
3058,32410022001,C,4,11,0.619,2.6777,14.0,10.0,15.0,2100.0,1.0,0.1,10,210.0,PCS,"[1, 5]",0.6,0.5
3059,12105013001,C,4,4,0.1905,2.6868,32.0,21.0,24.0,16128.0,7.2,1.2,6,2688.0,PCS,[1],0.6,0.5
3060,14303026001,C,4,4,0.2381,2.2636,53.0,30.0,27.0,42930.0,5.2,0.433,12,3577.5,PCS,"[1, 2]",0.6,0.5
3061,12017016001,C,4,4,0.2381,2.2636,36.0,20.0,24.0,17280.0,7.199,0.6,12,1440.0,PCS,"[1, 2]",0.6,0.5
3062,12103099001,C,4,11,0.5714,2.6868,29.0,27.0,26.0,20358.0,2.16,0.03,72,282.8,PCS,[3],0.6,0.5
3063,12032541001,C,4,4,0.1905,2.6868,10.0,8.0,13.0,1040.0,0.22,0.018,12,86.7,PCS,[1],0.6,0.5
3064,11022085001,C,4,9,0.4762,2.8655,35.0,27.0,30.0,28350.0,14.2,1.183,12,2362.5,PCS,"[1, 6]",0.6,0.5
3065,11022044001,C,4,10,0.5238,2.7413,33.0,21.0,29.0,20097.0,8.45,0.704,12,1674.8,PCS,"[1, 3, 6]",0.6,0.5
3066,14210137001,C,4,17,0.7619,3.4453,32.0,30.0,18.0,17280.0,5.1,0.85,6,2880.0,PCS,"[1, 2, 12]",0.6,0.5
3067,11010018001,C,4,5,0.2381,2.6245,38.0,24.0,27.0,24624.0,13.48,2.247,6,4104.0,PCS,[1],0.6,0.5
3068,10022910001,C,4,36,1.9048,2.8655,36.0,24.0,17.0,14688.0,9.518,0.397,24,612.0,PCS,"[4, 8, 24]",0.6,0.5
3069,10014018001,C,4,11,0.6667,2.4341,38.0,30.0,26.0,29640.0,23.0,1.917,12,2470.0,PCS,"[1, 3, 4, 6]",0.6,0.5
3070,11031022001,C,4,7,0.381,2.5553,40.0,15.0,17.0,10200.0,3.29,0.274,12,850.0,PCS,"[1, 2, 4]",0.6,0.5
3071,11022058001,C,4,5,0.2381,2.9414,36.0,20.0,28.0,20160.0,10.1,0.842,12,1680.0,PCS,"[1, 2]",0.6,0.5
3072,12022109001,C,4,11,0.5714,2.6868,21.0,14.0,17.0,4998.0,2.15,0.179,12,416.5,PCS,"[1, 4, 6]",0.6,0.5
3073,14103048001,C,4,6,0.3333,2.1909,55.0,38.0,24.0,50160.0,4.7,0.313,15,3344.0,PCS,"[1, 2]",0.6,0.5
3074,12011216001,C,4,7,0.381,2.6868,29.0,27.0,24.0,18792.0,10.85,0.904,12,1566.0,PCS,[2],0.6,0.5
3075,11030096001,C,4,5,0.2381,2.6245,48.0,25.0,18.0,21600.0,8.141,0.452,18,1200.0,PCS,"[1, 2]",0.6,0.5
3076,12020034001,C,4,6,0.381,2.1125,29.0,20.0,18.0,10440.0,2.32,0.193,12,870.0,PCS,[2],0.6,0.5
3077,14200028001,C,4,13,0.5714,3.4369,32.0,24.0,12.0,9216.0,1.546,0.129,12,768.0,PCS,"[1, 8]",0.6,0.5
3078,31250003001,C,4,3,0.1905,2.1125,25.0,17.0,21.0,8925.0,1.0,0.042,24,371.9,PCS,[1],0.6,0.5
3079,12021969001,C,4,4,0.1905,2.6868,35.0,15.0,22.0,11550.0,5.748,0.575,10,1155.0,PCS,[1],0.6,0.5
3080,31762901001,C,4,4,0.2381,2.2636,27.0,43.0,12.0,13932.0,0.77,0.257,3,4644.0,PCS,"[1, 2]",0.6,0.5
3081,14243081001,C,4,3,0.1905,2.1125,55.0,24.0,17.0,22440.0,7.58,0.758,10,2244.0,PCS,[1],0.6,0.5
3082,12105047001,C,4,3,0.1905,2.1125,19.0,16.0,23.0,6992.0,3.6,1.2,3,2330.7,PCS,[1],0.6,0.5
3083,30073017001,C,4,7,0.3333,2.7386,39.0,24.0,15.0,14040.0,4.194,0.699,6,2340.0,PCS,"[1, 4]",0.6,0.5
3084,12104046001,C,4,11,0.6667,2.1909,27.0,22.0,31.0,18414.0,0.8,0.017,48,383.6,PCS,"[2, 4]",0.6,0.5
3085,14243106001,C,4,3,0.1905,2.1125,30.0,23.0,10.0,6900.0,1.8,0.18,10,690.0,PCS,[1],0.6,0.5
3086,11030128001,C,4,18,0.8095,3.3517,21.0,19.0,20.0,7980.0,3.3,0.275,12,665.0,PCS,"[1, 2, 5, 7]",0.6,0.5
3087,12020167001,C,4,4,0.2381,2.2636,30.0,21.0,20.0,12600.0,5.498,0.229,24,525.0,PCS,"[1, 2]",0.6,0.5
3088,12103050001,C,4,8,0.381,2.8121,16.0,14.0,24.0,5376.0,0.95,0.119,8,672.0,PCS,"[1, 2, 4]",0.6,0.5
3089,12012027001,C,4,14,0.619,3.5566,23.0,17.0,7.0,2737.0,1.31,0.109,12,228.1,PCS,"[1, 10]",0.6,0.5
3090,12020057001,C,4,5,0.2381,2.9414,31.0,23.0,19.0,13547.0,6.78,0.565,12,1128.9,PCS,"[1, 2]",0.6,0.5
3091,31567037001,C,4,4,0.2381,2.2636,46.0,36.0,24.0,39744.0,2.0,0.083,24,1656.0,PCS,"[1, 2]",0.6,0.5
3092,12011338001,C,4,4,0.2381,2.2636,42.0,23.0,25.0,24150.0,12.1,1.008,12,2012.5,PCS,"[1, 2]",0.6,0.5
3093,30001002001,C,4,4,0.2381,2.2636,30.0,21.0,12.0,7560.0,5.29,0.11,48,157.5,PCS,"[1, 2]",0.6,0.5
3094,14304064001,C,4,3,0.1905,2.1125,28.0,28.0,20.0,15680.0,1.4,0.117,12,1306.7,PCS,[1],0.6,0.5
3095,12100093001,C,4,3,0.1905,2.1125,48.0,29.0,26.0,36192.0,9.8,0.817,12,3016.0,PCS,[1],0.6,0.5
3096,14302060001,C,4,4,0.2381,2.2636,41.0,41.0,22.0,36982.0,4.6,0.46,10,3698.2,PCS,"[1, 2]",0.6,0.5
3097,14223155001,C,4,5,0.2857,2.2528,32.0,15.0,22.0,10560.0,0.86,0.072,12,880.0,PCS,"[1, 2]",0.6,0.5
3098,12011416001,C,4,5,0.2857,2.2528,42.0,29.0,27.0,32886.0,16.2,1.35,12,2740.5,PCS,"[1, 2]",0.6,0.5
3099,12110015001,C,4,6,0.3333,2.3875,25.0,16.0,22.0,8800.0,2.1,0.35,6,1466.7,PCS,"[1, 2, 3]",0.6,0.5
3100,10023073001,C,4,26,1.2381,3.2499,31.0,21.0,16.0,10416.0,6.7,1.117,6,1736.0,PCS,"[4, 9]",0.6,0.5
3101,14304195001,C,4,5,0.2857,2.2528,43.0,29.0,23.0,28681.0,5.464,0.455,12,2390.1,PCS,"[1, 2]",0.6,0.5
3102,14822011001,C,4,4,0.1905,2.6868,30.0,21.0,11.0,6930.0,3.31,0.276,12,577.5,PCS,[1],0.6,0.5
3103,14852008001,C,4,17,1.1429,2.1125,40.0,35.0,23.0,32200.0,12.21,0.127,96,335.4,PCS,[6],0.6,0.5
3104,11032224001,C,4,8,0.4762,2.359,46.0,27.0,25.0,31050.0,6.846,0.285,24,1293.8,PCS,"[1, 2, 3, 4]",0.6,0.5
3105,14851003001,C,4,1,0.0,0.0,57.0,30.0,10.0,17100.0,7.01,7.01,1,17100.0,PCS,[4],0.6,0.5
3106,11021020001,C,4,3,0.1905,2.1125,29.0,26.0,26.0,19604.0,10.92,1.365,8,2450.5,PCS,[1],0.6,0.5
3107,14110007001,C,4,5,0.2857,2.51,51.0,29.0,38.0,56202.0,5.7,0.475,12,4683.5,PCS,"[1, 3]",0.6,0.5
3108,12100092001,C,4,6,0.3333,2.3875,48.0,29.0,26.0,36192.0,9.8,0.817,12,3016.0,PCS,"[1, 2, 3]",0.6,0.5
3109,14225030001,C,4,15,0.8571,2.51,36.0,26.0,15.0,14040.0,6.84,0.043,159,88.3,PCS,"[3, 9]",0.6,0.5
3110,12011152001,C,4,4,0.2381,2.2636,29.0,23.0,26.0,17342.0,7.16,1.193,6,2890.3,PCS,"[1, 2]",0.6,0.5
3111,14822104001,C,4,3,0.1905,2.1125,20.0,15.0,10.0,3000.0,2.98,0.248,12,250.0,PCS,[1],0.6,0.5
3112,12011329001,C,4,14,0.619,3.5198,47.0,24.0,27.0,30456.0,13.98,1.165,12,2538.0,PCS,"[1, 10]",0.6,0.5
3113,14210045001,C,4,3,0.1905,2.1125,43.0,32.0,13.0,17888.0,6.73,0.561,12,1490.7,PCS,[1],0.6,0.5
3114,12106012001,C,4,4,0.2381,2.2636,53.0,36.0,19.0,36252.0,8.12,0.451,18,2014.0,PCS,"[1, 2]",0.6,0.5
3115,12020203001,C,4,6,0.2857,3.1583,22.0,16.0,23.0,8096.0,1.64,0.137,12,674.7,PCS,"[1, 2]",0.6,0.5
3116,14352022001,C,4,4,0.2381,2.2636,51.0,24.0,24.0,29376.0,4.52,0.377,12,2448.0,PCS,"[1, 2]",0.6,0.5
3117,12121051001,C,4,29,1.3333,3.3317,42.0,31.0,26.0,33852.0,3.24,0.068,48,705.3,PCS,"[4, 16]",0.6,0.5
3118,11110014001,C,4,3,0.1905,2.1125,41.0,27.0,30.0,33210.0,14.4,3.6,4,8302.5,PCS,[1],0.6,0.5
3119,11103253001,C,4,9,0.4286,3.093,41.0,31.0,28.0,35588.0,15.69,1.961,8,4448.5,PCS,"[1, 6]",0.6,0.5
3120,12327016001,C,4,5,0.2857,2.2528,61.0,31.0,22.0,41602.0,15.93,2.655,6,6933.7,PCS,"[1, 2]",0.6,0.5
3121,12010105001,C,4,17,1.1429,2.1125,30.0,19.0,18.0,10260.0,5.84,0.097,60,171.0,PCS,[6],0.6,0.5
3122,12120079001,C,4,6,0.3333,2.1909,33.0,19.0,18.0,11286.0,1.02,0.128,8,1410.8,PCS,"[1, 2]",0.6,0.5
3123,12010107001,C,4,17,1.1429,2.1125,31.0,19.0,18.0,10602.0,5.96,0.099,60,176.7,PCS,[6],0.6,0.5
3124,11103201001,C,4,4,0.1905,2.6868,45.0,28.0,33.0,41580.0,10.764,1.794,6,6930.0,PCS,[1],0.6,0.5
3125,12100020001,C,4,6,0.381,2.1125,42.0,39.0,24.0,39312.0,14.64,0.203,72,546.0,PCS,[2],0.6,0.5
3126,12120064001,C,4,36,1.8571,2.9994,39.0,29.0,16.0,18096.0,2.36,0.066,36,502.7,PCS,"[6, 9, 18]",0.6,0.5
3127,14524015001,C,4,4,0.2381,2.2636,41.0,31.0,22.0,27962.0,3.18,0.265,12,2330.2,PCS,"[1, 2]",0.6,0.5
3128,14524043001,C,4,5,0.2857,2.2528,44.0,30.0,17.0,22440.0,1.26,0.105,12,1870.0,PCS,"[1, 2]",0.6,0.5
3129,12010124001,C,4,5,0.2381,2.9414,30.0,21.0,21.0,13230.0,5.9,0.492,12,1102.5,PCS,"[1, 2]",0.6,0.5
3130,14312022001,C,4,4,0.1905,2.6868,21.0,14.0,17.0,4998.0,2.16,0.36,6,833.0,PCS,[1],0.6,0.5
3131,14604005001,C,4,3,0.1905,2.1125,39.0,29.0,10.0,11310.0,3.8,0.317,12,942.5,PCS,[1],0.6,0.5
3132,11040029002,C,4,5,0.2857,2.2528,39.0,21.0,30.0,24570.0,10.992,0.916,12,2047.5,PCS,"[1, 2]",0.6,0.5
3133,14601009001,C,4,5,0.2381,2.6245,32.0,25.0,20.0,16000.0,3.0,0.125,24,666.7,PCS,[1],0.6,0.5
3134,11103078001,C,4,5,0.2857,2.2528,44.0,23.0,29.0,29348.0,13.93,3.482,4,7337.0,PCS,"[1, 2]",0.6,0.5
3135,12112038001,C,4,6,0.2381,3.7342,31.0,11.0,20.0,6820.0,1.0,0.083,12,568.3,PCS,"[1, 2]",0.6,0.5
3136,12011007001,C,4,3,0.1905,2.1125,23.0,21.0,28.0,13524.0,7.03,1.172,6,2254.0,PCS,[1],0.6,0.5
3137,10000008001,C,4,45,2.8571,2.2636,37.0,26.0,28.0,26936.0,16.14,1.345,12,2244.7,PCS,"[12, 24]",0.6,0.5
3138,12011011001,C,4,13,0.5714,3.4812,37.0,21.0,25.0,19425.0,9.17,0.764,12,1618.8,PCS,"[1, 2, 8]",0.6,0.5
3139,12327088001,C,4,4,0.2381,2.2636,41.0,27.0,10.0,11070.0,7.7,7.7,1,11070.0,PCS,"[1, 2]",0.6,0.5
3140,14311066001,C,4,4,0.1905,2.6868,51.0,24.0,22.0,26928.0,1.9,0.158,12,2244.0,PCS,[1],0.6,0.5
3141,14311041001,C,4,19,0.9048,3.2395,34.0,25.0,29.0,24650.0,5.2,0.867,6,4108.3,PCS,"[1, 2, 4, 6]",0.6,0.5
3142,14311036001,C,4,3,0.1905,2.1125,33.0,24.0,22.0,17424.0,3.42,0.57,6,2904.0,PCS,[1],0.6,0.5
3143,14602091001,C,4,5,0.2381,2.9414,22.0,15.0,17.0,5610.0,2.87,0.478,6,935.0,PCS,"[1, 2]",0.6,0.5
3144,61064105003,C,4,11,0.619,2.5272,28.0,24.0,8.0,5376.0,1.1,0.092,12,448.0,PCS,"[2, 4, 5]",0.6,0.5
3145,14330897001,C,4,4,0.2381,2.2636,54.0,41.0,25.0,55350.0,17.62,2.202,8,6918.8,PCS,"[1, 2]",0.6,0.5
3146,11050006001,C,4,43,2.0,3.3653,28.0,27.0,20.0,15120.0,8.15,0.679,12,1260.0,PCS,"[3, 6, 30]",0.6,0.5
3147,11103001002,C,4,5,0.1905,3.5681,45.0,23.0,30.0,31050.0,14.0,3.5,4,7762.5,PCS,"[1, 2, 6]",0.6,0.5
3148,12201111001,C,4,14,0.8571,2.2528,46.0,27.0,22.0,27324.0,9.0,0.125,72,379.5,PCS,"[3, 6]",0.6,0.5
3149,11110005001,C,4,6,0.3333,2.3875,29.0,28.0,27.0,21924.0,9.56,0.797,12,1827.0,PCS,"[1, 2, 3]",0.6,0.5
3150,14353047001,C,4,3,0.1905,2.1125,55.0,42.0,24.0,55440.0,13.5,1.125,12,4620.0,PCS,[1],0.6,0.5
3151,14741026001,C,4,17,0.7619,3.4453,36.0,27.0,14.0,13608.0,6.26,0.522,12,1134.0,PCS,"[1, 2, 10]",0.6,0.5
3152,14314003001,C,4,10,0.4762,3.2274,40.0,24.0,13.0,12480.0,1.88,0.188,10,1248.0,PCS,"[1, 7]",0.6,0.5
3153,14313906001,C,4,5,0.2381,3.2274,18.0,12.0,8.0,1966.0,0.1,0.1,1,1965.63,PCS,"[1, 2]",0.6,0.5
3154,14313899001,C,4,8,0.381,3.1583,18.0,12.0,8.0,1966.0,0.1,0.1,1,1965.63,PCS,"[1, 3]",0.6,0.5
3155,11103190001,C,4,5,0.2381,2.6245,39.0,30.0,14.0,16380.0,2.7,0.45,6,2730.0,PCS,"[1, 2]",0.6,0.5
3156,14604080001,C,4,9,0.381,3.4702,44.0,33.0,16.0,23232.0,5.812,0.291,20,1161.6,PCS,"[1, 5]",0.6,0.5
3157,14604078001,C,4,7,0.3333,2.7386,43.0,32.0,17.0,23392.0,2.89,0.193,15,1559.5,PCS,"[1, 4]",0.6,0.5
3158,32504025005,C,4,16,1.0,2.1909,30.0,17.0,32.0,16320.0,2.93,0.244,12,1360.0,PCS,"[1, 2, 6]",0.6,0.5
3159,14313011001,C,4,4,0.1905,2.6868,18.0,12.0,8.0,1966.0,0.1,0.1,1,1965.63,PCS,[1],0.6,0.5
3160,14312068001,C,4,6,0.3333,2.3875,35.0,15.0,17.0,8925.0,1.33,0.133,10,892.5,PCS,"[1, 2, 3]",0.6,0.5
3161,12010171001,C,4,3,0.1905,2.1125,46.0,32.0,24.0,35328.0,14.0,0.583,24,1472.0,PCS,[1],0.6,0.5
3162,14604032001,C,4,3,0.1905,2.1125,14.0,11.0,13.0,2002.0,0.728,0.121,6,333.7,PCS,[1],0.6,0.5
3163,14604019001,C,4,5,0.2857,2.2528,13.0,9.0,11.0,1287.0,0.8,0.033,24,53.6,PCS,"[1, 2]",0.6,0.5
3164,32504025002,C,4,15,0.9524,2.2636,33.0,14.0,25.0,11550.0,3.0,0.25,12,962.5,PCS,"[2, 6]",0.6,0.5
3165,11103130002,C,4,11,0.5714,2.6868,40.0,29.0,32.0,37120.0,17.1,2.138,8,4640.0,PCS,"[1, 4, 6]",0.6,0.5
3166,32504025003,C,4,17,1.1429,2.1125,30.0,17.0,32.0,16320.0,2.93,0.244,12,1360.0,PCS,[6],0.6,0.5
3167,11103191001,C,4,3,0.1905,2.1125,33.0,33.0,30.0,32670.0,12.872,1.609,8,4083.8,PCS,[1],0.6,0.5
3168,14315007001,C,4,3,0.1905,2.1125,45.0,23.0,18.0,18630.0,1.74,0.174,10,1863.0,PCS,[1],0.6,0.5
